id,shortName,shortName_override,isLoop,longName_en,longName_en_override,longName_ka,longName_ka_override,longName_ru_override,dest0_en,dest0_en_override,dest0_ka,dest0_ka_override,dest0_ru_override,dest1_en,dest1_en_override,dest1_ka,dest1_ka_override,dest1_ru_override,invertDirection
1:R99057,396,,,Airport Settlement - M/S Isani,,აეროპორტის დასახლება - მ/ს ისანი,,,"""Isani"" M/S",,"მ/ს ""ისანი""",,,Airport Settlement,,აეროპორტის დასახლება,,,
1:R98389,397,,true,Baratashvili St - Saburtalo-Vake,,ბარათაშვილის ქ. - საბურთალო-ვაკე,,,Baratashvili - Saburtalo,,ბარათაშვილი-საბურთალო,,,Nikoloz Baratashvili Street,,ნიკოლოზ ბარათაშვილის ქუჩა,,,
1:R98433,398,,,Nutsubidze M/D II-IV-V - M/S Delisi,,"ნუცუბიძის II-IV-V მ/რ   - მ/ს ""დელისი""",,,M/S Delisi,,მ/ს დელისი,,,Nutsubidze M/D II-IV-V,,ნუცუბიძის II-IV-V მ/რ,,,
1:R99180,399,,,M/S Varketili - Lilo Mall,,მ/ს ვარკეთილი - ლილო მოლი,,,M/S Varketili,,მ/ს ვარკეთილი,,,Lilo Mall,,ლილო მოლი,,,
1:minibusR1117,401,,true,"იოსელიანის IV შეს. - მ/ს ""სახელმწიფო უნივერსიტეტი""",,"იოსელიანის IV შეს. - მ/ს ""სახელმწიფო უნივერსიტეტი""",,,"იოსელიანის IV შეს. - მ/ს ""სახელმწიფო უნივერსიტეტი""",,"იოსელიანის IV შეს. - მ/ს ""სახელმწიფო უნივერსიტეტი""",,,იოსელიანის IV შესახვევი,,იოსელიანის IV შესახვევი,,,
1:minibusR1188,402,,true,ყიფშიძის ქ. - მრგვალი ბაღი,,ყიფშიძის ქ. - მრგვალი ბაღი,,,"Kipshidze St - ""Mrgvali Bagi"" Square",,ყიფშიძის ქ. - მრგვალი ბაღი,,,ყიფშიძის 8-10-ის მიმდებარედ,,ყიფშიძის 8-10-ის მიმდებარედ,,,
1:minibusR11458,403,,true,"ვარკეთილი 3, II მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, II მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილი 3, II მ/რ",,"ვარკეთილი 3, II მ/რ",,,ნიკოლოზ ლანდიას ქ. #21,,ნიკოლოზ ლანდიას ქ. #21,,,
1:minibusR1162,404,,,მ/ს სახელმწიფო უნივერსიტეტი - ნაფეტვრების მიმართულებით,,მ/ს სახელმწიფო უნივერსიტეტი - ნაფეტვრების მიმართულებით,,,M/S State University,,მ/ს სახელმწიფო უნივერსიტეტი,,,Road to Nafetvrebi,,ნაფეტვრების გზა,,,
1:minibusR1227,405,,true,"ნუცუბიძის V მ/რ - მ/ს ""დელისი""",,"ნუცუბიძის V მ/რ - მ/ს ""დელისი""",,,"ნუცუბიძის V მ/რ - მ/ს ""დელისი""",,"ნუცუბიძის V მ/რ - მ/ს ""დელისი""",,,Nutsubidze Plato M/D-5,,ნუცუბიძის პლატო V მ/რ,,,
1:minibusR11416,406,,true,"ვარკეთილი IV მ/რ, II რიგი - მ/ს ""ვარკეთილი""",,"ვარკეთილი IV მ/რ, II რიგი - მ/ს ""ვარკეთილი""",,,"ვარკეთილი IV მ/რ, II რიგი - მ/ს ""ვარკეთილი""",,"ვარკეთილი IV მ/რ, II რიგი - მ/ს ""ვარკეთილი""",,,"ვარკეთილი, მეორე რიგი",,"ვარკეთილი, მეორე რიგი",,,
1:minibusR11422,407,,true,"დირსი - მ/ს ""სამგორი""",,"დირსი - მ/ს ""სამგორი""",,,"დირსი - მ/ს ""სამგორი""",,"დირსი - მ/ს ""სამგორი""",,,შოთა ნადირაშვილის ქ,,შოთა ნადირაშვილის ქ,,,
1:minibusR1766,408,,true,"მ/ს ""რუსთაველი"" - მ/ს ""თავისუფლების მოედანი""",,"მ/ს ""რუსთაველი"" - მ/ს ""თავისუფლების მოედანი""",,,Rustaveli M/S,,მ/ს რუსთაველი,,,"M/S ""Rustaveli""",,"მ/ს ""რუსთაველი""",,,
1:minibusR2141,409,,true,ქვემო ფონიჭალა - ზემო ფონიჭალა,,ქვემო ფონიჭალა - ზემო ფონიჭალა,,,ქვემო ფონიჭალა - ზემო ფონიჭალა,,ქვემო ფონიჭალა - ზემო ფონიჭალა,,,Batumi Street,,ბათუმის ქუჩა,,,
1:minibusR2092,410,,true,ღოღობერიძის ქ.- რუსთავის გზატკ. - თავისუფლების ქ.,,ღოღობერიძის ქ.- რუსთავის გზატკ. - თავისუფლების ქ.,,,ღოღობერიძის ქ.- რუსთავის გზატკ. - თავისუფლების ქ.,,ღოღობერიძის ქ.- რუსთავის გზატკ. - თავისუფლების ქ.,,,ლევან ღოღობერიძის ქ. #47,,ლევან ღოღობერიძის ქ. #47,,,
1:minibusR2111,411,,true,მცხეთელის ქ. - ქვემო ფონიჭალა,,მცხეთელის ქ. - ქვემო ფონიჭალა,,,მარნეულის ქ.,,მარნეულის ქ.,,,Marneuli Street,,მარნეულის ქუჩა,,,
1:minibusR11452,412,,true,აფხაზეთის ქ. - ქვემო ფონიჭალა,,აფხაზეთის ქ. - ქვემო ფონიჭალა,,,აფხაზეთის ქ. - ქვემო ფონიჭალა,,აფხაზეთის ქ. - ქვემო ფონიჭალა,,,Kvemo Ponichala Center,,ქვემო ფონიჭალის ცენტრი,,,
1:minibusR2814,413,,true,"ვარკეთილი 3, II მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, II მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილი 3, II მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, II მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილი-3, მე-2 მ/რ, კორპუსი #32",,"ვარკეთილი-3, მე-2 მ/რ, კორპუსი #32",,,
1:minibusR2695,414,,true,გადასასვლელი ხიდი - ძმობის II ქუჩა,,გადასასვლელი ხიდი - ძმობის II ქუჩა,,,გადასასვლელი ხიდი - ძმობის II ქუჩა,,გადასასვლელი ხიდი - ძმობის II ქუჩა,,,გადასასავლელი ხიდი,,გადასასავლელი ხიდი,,,
1:minibusR12833,415,,true,მ/ს ვარკეთილი - სამხედრო დასახლება,,მ/ს ვარკეთილი - სამხედრო დასახლება,,,Samkhedro Settlement,,სამხედრო დასახლება,,,სამხედრო დასახლება მე-2 ქუჩა,,სამხედრო დასახლება მე-2 ქუჩა,,,
1:minibusR24135,416,,true,სადგურის მოედანი - ლომთათიძის ქ.,,სადგურის მოედანი - ლომთათიძის ქ.,,,სადგურის მოედანი - ლომთათიძის ქ.,,სადგურის მოედანი - ლომთათიძის ქ.,,,სადგურის მოედანი (მიკროავტობუსები),,სადგურის მოედანი (მიკროავტობუსები),,,
1:minibusR11356,417,,true,"გიორგიწმინდა - მ/ს ""ახმეტელის თეატრი""",,"გიორგიწმინდა - მ/ს ""ახმეტელის თეატრი""",,,"გიორგიწმინდა - მ/ს ""ახმეტელის თეატრი""",,"გიორგიწმინდა - მ/ს ""ახმეტელის თეატრი""",,,დავით აღმაშენებლის #100,,დავით აღმაშენებლის #100,,,
1:minibusR11398,418,,true,ივერთუბანი - გადასასვლელი ხიდი,,ივერთუბანი - გადასასვლელი ხიდი,,,ივერთუბანი - გადასასვლელი ხიდი,,ივერთუბანი - გადასასვლელი ხიდი,,,მერი შერვაშიძის ქ.,,მერი შერვაშიძის ქ.,,,
1:minibusR1648,419,,true,მ/ს სახ. უნივერსიტეტი - სოფ. აგარაკები,,მ/ს სახ. უნივერსიტეტი - სოფ. აგარაკები,,,სოფ. აგარაკები - მ/ს სახ. უნივერსიტეტი,,სოფ. აგარაკები - მ/ს სახ. უნივერსიტეტი,,,M/S Technical University,,"მ/ს ""სახელმწიფო უნივერსიტეტი""",,,
1:minibusR2726,420,,true,"მ/ს ""რუსთაველი"" - ჯაფარიძის ქ.",,"მ/ს ""რუსთაველი"" - ჯაფარიძის ქ.",,,"ჯაფარიძის ქ. - მ/ს ""რუსთაველი""",,"ჯაფარიძის ქ. - მ/ს ""რუსთაველი""",,,ნინო ჟვანიას ქუჩა #67,,ნინო ჟვანიას ქუჩა #67,,,
1:minibusR13291,421,,true,"ზღვისუბანი III-IV მ/რ - მ/ს ""გურამიშვილი""",,"ზღვისუბანი III-IV მ/რ - მ/ს ""გურამიშვილი""",,,"ზღვისუბანი III-IV მ/რ - მ/ს ""გურამიშვილი""",,"ზღვისუბანი III-IV მ/რ - მ/ს ""გურამიშვილი""",,,M/S Guramishvili,,"მ/ს ""გურამიშვილი""",,,
1:minibusR11362,422,,,"სოფ. დიღომი - დიდი დიღომი - მ/ს ""დიდუბე""",,"სოფ. დიღომი - დიდი დიღომი - მ/ს ""დიდუბე""",,,სოფელი დიღომი,,სოფელი დიღომი,,,"მ/ს ""დიდუბე""",,"მ/ს ""დიდუბე""",,,
1:minibusR2759,423,,true,"ვარკეთილი, ზემო პლატო II მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი, ზემო პლატო II მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილი, ზემო პლატო II მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი, ზემო პლატო II მ/რ - მ/ს ""ვარკეთილი""",,,M/S Varketili,,"მ/ს ""ვარკეთილი""",,,
1:minibusR2841,424,,true,"მესამე მასივი - მ/ს ""ვარკეთილი""",,"მესამე მასივი - მ/ს ""ვარკეთილი""",,,"მესამე მასივი - მ/ს ""ვარკეთილი""",,"მესამე მასივი - მ/ს ""ვარკეთილი""",,,M/S Varketili,,"მ/ს ""ვარკეთილი""",,,
1:minibusR2655,425,,true,"კონსტანტინე ამირეჯიბის ქ - მ/ს ""სამგორი""",,"კონსტანტინე ამირეჯიბის ქ - მ/ს ""სამგორი""",,,"კონსტანტინე ამირეჯიბის ქ - მ/ს ""სამგორი""",,"კონსტანტინე ამირეჯიბის ქ - მ/ს ""სამგორი""",,,კონსტანტინე ამირაჯიბის ქ. #71,,კონსტანტინე ამირაჯიბის ქ. #71,,,
1:minibusR3097,426,,true,"გლდანის II-IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,"გლდანის II-IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"გლდანის II-IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,"გლდანის II-IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,,Metro Station Akhmeteli Theatre,,"მ/ს ""ახმეტელის თეატრი""",,,
1:minibusR11434,427,,true,გორგასლის შეს. - გრიშაშვილის ქ.,,გორგასლის შეს. - გრიშაშვილის ქ.,,,გორგასლის  - გრიშაშვილის ქ.,,გორგასლის  - გრიშაშვილის ქ.,,,Bejan Kalandadze Street,,ბეჟან კალანდაძის ქუჩა,,,
1:minibusR25003,428,,true,მ/ს ისანი - ყვარლისა და თეოდორ უშაკოვის ქუჩების გადაკვეთა,,მ/ს ისანი - ყვარლისა და თეოდორ უშაკოვის ქუჩების გადაკვეთა,,,"მ/ს ""ისანი"" - მეტრომშენი",,"მ/ს ""ისანი"" - მეტრომშენი",,,Giorgi Ghviniashvili St #27,,გიორგი ღვინიაშვილის ქუჩა #27,,,
1:minibusR2603,429,,true,"მუხიანი IVბ მ/რ - მ/ს ""ახმეტელის თეატრი""",,"მუხიანი IVბ მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"მუხიანი IVბ მ/რ - მ/ს ""ახმეტელის თეატრი""",,"მუხიანი IVბ მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"Mukhiani M/D-4b, #42",,"მუხიანის IVბ მ/რ, კორპუსი #42",,,
1:minibusR12857,430,,true,კვირაცხოვლის ქ. - დავით აღმაშენებლის ქ.,,კვირაცხოვლის ქ. - დავით აღმაშენებლის ქ.,,,კვირაცხოვლის ქ. - სარაჯიშვილის ქ.,,კვირაცხოვლის ქ. - სარაჯიშვილის ქ.,,,Tetri Dukani Street,,თეთრი დუქნის ქუჩა,,,
1:minibusR24637,431,,,ბიჭვინთის ქ. - იონა ვაკელის ქ.,"Avchala, Bichvinta St. – Republican Hospital",ბიჭვინთის ქ. - იონა ვაკელის ქ.,ბიჭვინთის ქ. – იონა ვაკელის ქ.,,ავჭალა (ბიჭვინთის ქ.),"Avchala, Bichvinta St.",ავჭალა (ბიჭვინთის ქ.),,,რესპუბლიკური საავადმყოფო,Republican Hospital,რესპუბლიკური საავადმყოფო,,,
1:minibusR25727,432,,true,შანავას ქ. - მ/ს სარაჯიშვილი,,შანავას ქ. - მ/ს სარაჯიშვილი,,,შანავას ქ. - მ/ს სარაჯიშვილი,,შანავას ქ. - მ/ს სარაჯიშვილი,,,"ნუგზარ შანავას ქუჩა, #26",,"ნუგზარ შანავას ქუჩა, #26",,,
1:minibusR11404,433,,true,"კვანტალიანის ქ. - მ/ს ""დიდუბე""",,"კვანტალიანის ქ. - მ/ს ""დიდუბე""",,,"კვანტალიანის ქ. - მ/ს ""დიდუბე""",,"კვანტალიანის ქ. - მ/ს ""დიდუბე""",,,კვანტალიანის ქ,,კვანტალიანის ქ,,,
1:minibusR12797,434,,true,"საინგილოს ქ. - მ/ს ""ავლაბარი""",,"საინგილოს ქ. - მ/ს ""ავლაბარი""",,,"საინგილოს ქ. - მ/ს ""ავლაბარი""",,"საინგილოს ქ. - მ/ს ""ავლაბარი""",,,ნიაბის I შესახვევი 39,,ნიაბის I შესახვევი 39,,,
1:minibusR11368,435,,true,იოსელიანის ქ. - გადასასვლელი ხიდი,,იოსელიანის ქ. - გადასასვლელი ხიდი,,,იოსელიანის ქ. - გადასასვლელი ხიდი,,იოსელიანის ქ. - გადასასვლელი ხიდი,,,დავით იოსელიანის #204,,დავით იოსელიანის #204,,,
1:minibusR2442,436,,,ჯავის ქ. - სადგურის მოედანი,,ჯავის ქ. - სადგურის მოედანი,,,სადგურის მოედანი,Station Square,სადგურის მოედანი,,,79 Java St.,,ჯავის ქ. #79,,,
1:minibusR2463,437,,true,სამღერეთის ქ. - გადასასვლელი ხიდი,,სამღერეთის ქ. - გადასასვლელი ხიდი,,,სამღერეთის ქ. - გადასასვლელი ხიდი,,სამღერეთის ქ. - გადასასვლელი ხიდი,,,სამღერეთის ქუჩა #10,,სამღერეთის ქუჩა #10,,,
1:minibusR12827,438,,,ჭიჭინაძის ქ. - სადგური ველი,,ჭიჭინაძის ქ. - სადგური ველი,,,Veli Railway Station,,სადგური ველი,,,Besarion Chichinadze St. #27,,ჭიჭინაძის ქ. #27,,,
1:minibusR24247,439,,true,"რომან ჭელიძის ქ. - მ/ს ""ახმეტელის თეატრი""",,"რომან ჭელიძის ქ. - მ/ს ""ახმეტელის თეატრი""",,,"რომან ჭელიძის ქ. - მ/ს ""ახმეტელის თეატრი""",,"რომან ჭელიძის ქ. - მ/ს ""ახმეტელის თეატრი""",,,რომან ჭელიძის ქუჩა #25,,რომან ჭელიძის ქუჩა #25,,,
1:minibusR24309,440,,true,"გედევანიშვილის ქ. - მ/ს ""ავლაბარი""",,"გედევანიშვილის ქ. - მ/ს ""ავლაბარი""",,,"გედევანიშვილის ქ. - მ/ს ""ავლაბარი""",,"გედევანიშვილის ქ. - მ/ს ""ავლაბარი""",,,გედევანიშვილის ქ.#27,,გედევანიშვილის ქ.#27,,,
1:minibusR13277,441,,true,"სოფ. დიღომი, აღმაშენებლის 85 - რუსთაველის ქ.",,"სოფ. დიღომი, აღმაშენებლის 85 - რუსთაველის ქ.",,,"Digomi Village, Aghmashenebeli St. #85 - Digomi Village, Rustaveli St.",,"სოფ. დიღომი, აღმაშენებლის ქ. #85 - სოფ. დიღომი, რუსთაველის ქ.",,,Village Dighomi Center,,სოფელ დიღმის ცენტრი,,,
1:minibusR25567,442,,,"დიდი დიღმის IV მ/რ - მ/ს ""დიდუბე""",,"დიდი დიღმის IV მ/რ - მ/ს ""დიდუბე""",,,Didi Dighomi IV M/D,,დიდი დიღმის IV მ/რ,,,"მ/ს ""დიდუბე""",,"მ/ს ""დიდუბე""",,,
1:minibusR13346,443,,true,სოფ. თელოვანი - სოფ. დიღომი,,სოფ. თელოვანი - სოფ. დიღომი,,,Digomi Village,,სოფ. დიღომი,,,სოფ. თელოვანი,,სოფ. თელოვანი,,,
1:minibusR2770,444,,true,"ზღვისუბნის IV მ/რ - მ/ს ""სარაჯიშვილი""",,"ზღვისუბნის IV მ/რ - მ/ს ""სარაჯიშვილი""",,,"ზღვისუბნის IV მ/რ - მ/ს ""სარაჯიშვილი""",,"ზღვისუბნის IV მ/რ - მ/ს ""სარაჯიშვილი""",,,"ზღვის უბნის, IV მ/რ,კორპ. 10",,"ზღვის უბნის, IV მ/რ,კორპ. 10",,,
1:minibusR2478,445,,,"ბარონ დე ბაის ქ. ავთანდილის ქ. ლ. ანდრონიკაშვილის ქ. მ/ს ""დიდუბე""",,"ბარონ დე ბაის ქ. ავთანდილის ქ. ლ. ანდრონიკაშვილის ქ. მ/ს ""დიდუბე""",,,M/S Didube,,მ/ს დიდუბე,,,ბარონ დე ბაის ქ.,,ბარონ დე ბაის ქ.,,,
1:minibusR13486,446,,true,"დიდი ტბა, კვეესის ქ. - მ/ს ""ახმეტელის თეატრი""",,"დიდი ტბა, კვეესის ქ. - მ/ს ""ახმეტელის თეატრი""",,,"დიდი ტბა, კვეესის ქ. - მ/ს ""ახმეტელის თეატრი""",,"დიდი ტბა, კვეესის ქ. - მ/ს ""ახმეტელის თეატრი""",,,კლარა კვეესის და თეთრი ტბის კვეთა,,კლარა კვეესის და თეთრი ტბის კვეთა,,,
1:minibusR1249,447,,true,"შანხაის დასახლება - მ/ს ""დელისი"" - აბულაძის ქ.",,"შანხაის დასახლება - მ/ს ""დელისი"" - აბულაძის ქ.",,,"შანხაის დასახლება - მ/ს ""დელისი"" - აბულაძის ქ.",,"შანხაის დასახლება - მ/ს ""დელისი"" - აბულაძის ქ.",,,აბულაძის და დელისის ქუჩების კვეთა,,აბულაძის და დელისის ქუჩების კვეთა,,,
1:minibusR2536,448,,true,გომარეთის ქ. - გადასასვლელი ხიდი,,გომარეთის ქ. - გადასასვლელი ხიდი,,,გომარეთის ქ. - გადასასვლელი ხიდი,,გომარეთის ქ. - გადასასვლელი ხიდი,,,გომარეთის ქუჩა მოპირდაპირე,,გომარეთის ქუჩა მოპირდაპირე,,,
1:minibusR12821,449,,true,ჭავჭავაძის გამზ. 83 - ვაკის პარკი,,ჭავჭავაძის გამზ. 83 - ვაკის პარკი,,,83 Chavchavadze Ave.- Vake Park,,ჭავჭავაძის გამზ. 83 - ვაკის პარკი,,,ილია ჭავჭავაძის გამზირი #83-ის მიმდებარედ,,ილია ჭავჭავაძის გამზირი #83-ის მიმდებარედ,,,
1:minibusR12815,450,,true,კაკლების დას. - ვაკის პარკი,"Vake Park – Kaklebi, Ivane Machabli St.",კაკლების დას. - ვაკის პარკი,კაკლების დას. - ვაკის პარკი,,კაკლების დას. - ვაკის პარკი,"Vake Park – Kaklebi, Ivane Machabli St.",კაკლების დას. - ვაკის პარკი,კაკლების დას. - ვაკის პარკი,,კაკლების დასახლება (ივანე მაჩაბლის ქუჩა #5),,კაკლების დასახლება (ივანე მაჩაბლის ქუჩა #5),,,
1:minibusR11374,451,,true,"მ/ს ""მარჯანიშვილი"" - პეტრე ბაგრატიონის ქ.",,"მ/ს ""მარჯანიშვილი"" - პეტრე ბაგრატიონის ქ.",,,"მ/ს ""მარჯანიშვილი"" - პეტრე ბაგრატიონის ქ.",,"მ/ს ""მარჯანიშვილი"" - პეტრე ბაგრატიონის ქ.",,,"M/S ""Marjanishvili""",,"მ/ს ""მარჯანიშვილი""",,,
1:minibusR25642,452,,true,"მ/ს ""სარაჯიშვილი"" - ელვერ კუპატაძის გასასვლელი",,"მ/ს ""სარაჯიშვილი"" - ელვერ კუპატაძის გასასვლელი",,,"მ/ს ""სარაჯიშვილი"" - ელვერ კუპატაძის გასასვლელი",,"მ/ს ""სარაჯიშვილი"" - ელვერ კუპატაძის გასასვლელი",,,M/S Sarajishvili,,"მ/ს ""სარაჯიშვილი""",,,
1:minibusR2848,453,,true,"ზღვისუბნის IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,"ზღვისუბნის IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"ზღვისუბნის IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,"ზღვისუბნის IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"ზღვის უბნის IV მ/რ, კორპუსი #4-ის მიმდებარედ",,"ზღვის უბნის IV მ/რ, კორპუსი #4-ის მიმდებარედ",,,
1:minibusR13363,454,,true,"ვარკეთილის 3, IIIა მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილის 3, IIIა მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილის 3, IIIა მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილის 3, IIIა მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილის III ა მ/რ, რაფიელ დვალის # 3",,"ვარკეთილის III ა მ/რ, რაფიელ დვალის # 3",,,
1:minibusR24239,455,,true,"ვაზისუბნის IIა მ/რ - მ/ს ""ვარკეთილი""",,"ვაზისუბნის IIა მ/რ - მ/ს ""ვარკეთილი""",,,"ვაზისუბნის IIა მ/რ - მ/ს ""ვარკეთილი""",,"ვაზისუბნის IIა მ/რ - მ/ს ""ვარკეთილი""",,,Vazisubani M/D-2a #23,,ვაზისუბნის IIა მ/რ #23,,,
1:minibusR25630,456,,true,"ლილო მოლი - მ/ს ""სამგორი""",,"ლილო მოლი - მ/ს ""სამგორი""",,,"ლილო მოლი - მ/ს ""სამგორი""",,"ლილო მოლი - მ/ს ""სამგორი""",,,"M/S ""Samgori""",,"მ/ს ""სამგორი""",,,
1:minibusR1734,457,,true,სადგურის მოედანი - ბესიკის ქ.,Station Square - ბესიკის ქ.,სადგურის მოედანი - ბესიკის ქ.,,,სადგურის მოედანი - ბესიკის ქ.,Station Square - ბესიკის ქ.,სადგურის მოედანი - ბესიკის ქ.,,,Station Square,,სადგურის მოედანი,,,
1:minibusR25672,458,,,მ/ს დიდუბე - სადგურის მოედანი,,მ/ს დიდუბე - სადგურის მოედანი,,,სადგურის მოედანი,Station Square,სადგურის მოედანი,,,M/S Didube,,მ/ს დიდუბე,,,
1:minibusR2734,459,,true,"ბობ უოლშის ქ. - მ/ს ""სარაჯიშვილი""",,"ბობ უოლშის ქ. - მ/ს ""სარაჯიშვილი""",,,"ბობ უოლშის ქ. - მ/ს ""სარაჯიშვილი""",,"ბობ უოლშის ქ. - მ/ს ""სარაჯიშვილი""",,,ბობ უოლშის ქ. (კორპუსებთან),,ბობ უოლშის ქ. (კორპუსებთან),,,
1:minibusR25584,460,,,დიდი დიღმის IV მ/რ - თბილისი მოლი,,დიდი დიღმის IV მ/რ - თბილისი მოლი,,,Tbilisi Mall,,თბილისი მოლი,,,Didi Dighomi IV M/D,,დიდი დიღმის IV მ/რ,,,
1:minibusR25850,461,,true,მ/ს ახმეტელი - ვარდისუბნის ქ.,,მ/ს ახმეტელი - ვარდისუბნის ქ.,,,მ/ს ახმეტელი  - ვარდისუბნის ქ.,,მ/ს ახმეტელი  - ვარდისუბნის ქ.,,,მუხიანი II დას. ვარდისუბნის ქ. N152,,მუხიანი II დას. ვარდისუბნის ქ. N152,,,
1:minibusR25511,462,,,რაფაელ დვალის ქ. - სადგურის მოედანი,,რაფაელ დვალის ქ. - სადგურის მოედანი,,,ვარკეთილი IIIა მ/რ,,ვარკეთილი IIIა მ/რ,,,სადგურის მოედანი,Station Square,სადგურის მოედანი,,,
1:minibusR1902,463,,true,მშვიდობის ქ. - ზაჰესის ხიდი,,მშვიდობის ქ. - ზაჰესის ხიდი,,,ზაჰესის ხიდი - მშვიდობის ქ.,,ზაჰესის ხიდი - მშვიდობის ქ.,,,ენერგეტიკის ქუჩა,,ენერგეტიკის ქუჩა,,,
1:minibusR1865,464,,true,ბილფილდის ქ. - სადგურის მოედანი,ბილფილდის ქ. - Station Square,ბილფილდის ქ. - სადგურის მოედანი,,,ბილფილდის ქ. - სადგურის მოედანი,ბილფილდის ქ. - Station Square,ბილფილდის ქ. - სადგურის მოედანი,,,ლ. ბილფელდის ქ.,,ლ. ბილფელდის ქ.,,,
1:minibusR24474,465,,,მ/ს სადგურის მოედანი - დოლიძის ქ.,Station Square - Dolidze St.,მ/ს სადგურის მოედანი - დოლიძის ქ.,მ/ს სადგურის მოედანი - დოლიძის ქ.,,დოლიძის ქ.,Station Square,დოლიძის ქ.,მ/ს სადგურის მოედანი,,მ/ს სადგურის მოედანი,Dolidze St.,მ/ს სადგურის მოედანი,დოლიძის ქ.,,
1:minibusR1265,466,,,შატბერაშვილის ქ. - სადგურის მოედანი,Shatberashvili St. - Station Square,შატბერაშვილის ქ. - სადგურის მოედანი,,,სადგურის მოედანი,Station Square,სადგურის მოედანი,,,Shatberashvili St.,,შატბერაშვილის ქ.,,,true
1:minibusR25702,467,,true,მ/ს ახმეტელი - დაისის ქ - შოვის ქ,,მ/ს ახმეტელი - დაისის ქ - შოვის ქ,,,მ/ს ახმეტელი - დაისის ქ - შოვის ქ,,მ/ს ახმეტელი - დაისის ქ - შოვის ქ,,,შოვის და მუხურას ქუჩების გადაკვეთა,,შოვის და მუხურას ქუჩების გადაკვეთა,,,
1:minibusR11410,468,,,სადგურის მოედანი - ჟვანიას ქ,Station Square - Nino Zhvania St.,სადგურის მოედანი - ჟვანიას ქ,,,სადგურის მოედანი,Station Square,სადგურის მოედანი,,,Nino Zhvania St.,,ნინო ჟვანიას ქ.,,,
1:minibusR25222,469,,,მ/ს დიდუბე - მუხადგვერდის სასაფლაო,,მ/ს დიდუბე - მუხადგვერდის სასაფლაო,,,,,,,,,,,,,
1:minibusR24954,470,,true,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,,ვარკეთილი 3 დას. IV მ/რ. კორპ. 421,,ვარკეთილი 3 დას. IV მ/რ. კორპ. 421,,,
1:minibusR24981,471,,true,"ვარკეთილი 3, I მ/რ - მ/ს ""სამგორი""",,"ვარკეთილი 3, I მ/რ - მ/ს ""სამგორი""",,,"ვარკეთილი 3, I მ/რ - მ/ს ""სამგორი""",,"ვარკეთილი 3, I მ/რ - მ/ს ""სამგორი""",,,Street of Heroes Fighting for Territorial Integrity #20a,,საქართველოს ერთიანობისთვის მებრძოლთა ქუჩა #20ა,,,
1:minibusR25521,472,,,სახელმწიფო უნივერსიტეტის  მე-10 კორპუსი - ვლადიმერ ლობჟანიძის ქ.,TSU Building 10 – Vladimer Lobjanidze St.,სახელმწიფო უნივერსიტეტის  მე-10 კორპუსი - ვლადიმერ ლობჟანიძის ქ.,,,უნივერსიტეტის მაღლივი კორპუსი,TSU Building 10,უნივერსიტეტის მაღლივი კორპუსი,,,ლობჟანიძის ქ.,Vladimer Lobjanidze St.,ლობჟანიძის ქ.,,,
1:minibusR11392,473,,true,მეუნარგიას ქ. - გადასასვლელი ხიდი,,მეუნარგიას ქ. - გადასასვლელი ხიდი,,,მეუნარგიას ქ. - გადასასვლელი ხიდი,,მეუნარგიას ქ. - გადასასვლელი ხიდი,,,მეუნარგიას ქ 72,,მეუნარგიას ქ 72,,,
1:minibusR24418,474,,true,"კუპატაძის გას. - მ/ს ""სარაჯიშვილი""",,"კუპატაძის გას. - მ/ს ""სარაჯიშვილი""",,,"მ/ს ""სარაჯიშვილი"" - კუპატაძის გას.",,"მ/ს ""სარაჯიშვილი"" - კუპატაძის გას.",,,M/S Sarajishvili,,"მ/ს ""სარაჯიშვილი""",,,
