id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget
1:799,Station Square,Station Square,სადგურის მოედანი,სადგურის მოედანი,,41.720675,41.720675,44.798547,44.798547,331,,,HUB_1_799
1:801,Public School #24,Public School #24,#24-ე საჯარო სკოლა,#24-ე საჯარო სკოლა,,41.716785,41.716785,44.791898,44.791898,150,,,
1:802,General Giorgi Kvinitadze Street,General Giorgi Kvinitadze Street,გენერალ გიორგი კვინიტაძის ქუჩა,გენერალ გიორგი კვინიტაძის ქუჩა,,41.717996,41.71796,44.789857,44.78976,244,,,
1:803,Heroes Square (Saburtalo direction),Heroes Square (Saburtalo direction),გმირთა მოედანი,გმირთა მოედანი,,41.713774,41.713774,44.782301,44.782301,273,,,HUB_1_3558
1:804,Zoo,Zoo,ზოოპარკი,ზოოპარკი,,41.713526,41.713526,44.780826,44.780826,123,,,
1:806,Simon Janashia Street,Simon Janashia Street,სიმონ ჯანაშიას ქუჩა,სიმონ ჯანაშიას ქუჩა,,41.708005,41.708005,44.782879,44.782879,116,,1:4359,
1:809,Tbilisi Concert Hall,Tbilisi Concert Hall,ფილარმონია,ფილარმონია,,41.706992,41.70696,44.786944,44.78702,312,,,HUB_1_809
1:810,Merab Kostava St #47,Merab Kostava St #47,მერაბ კოსტავას ქუჩა #47,მერაბ კოსტავას ქუჩა #47,,41.709889,41.709889,44.784586,44.784586,334,,,
1:811,Heroes Square (Saburtalo direction),Heroes Square (Saburtalo direction),გმირთა მოედანი,გმირთა მოედანი,,41.714769,41.71474,44.784136,44.78418,45,,,
1:813,Mikheil Tsinamdzghvrishvili Street,Mikheil Tsinamdzghvrishvili Street,მიხეილ წინამძღვრიშვილის ქუჩა,მიხეილ წინამძღვრიშვილის ქუჩა,,41.719556,41.71949,44.794267,44.79426,65,,,
1:814,"M/S ""Rustaveli""","M/S ""Rustaveli""","მ/ს ""რუსთაველი""","მ/ს ""რუსთაველი""",,41.703223,41.703223,44.791209,44.791209,127,,,
1:815,"M/S ""Rustaveli""","M/S ""Rustaveli""","მ/ს ""რუსთაველი""","მ/ს ""რუსთაველი""",,41.70334,41.70334,44.791208,44.791208,306,,,
1:817,Opera Theater,Opera Theater,ოპერის თეატრი,ოპერის თეატრი,,41.700768,41.7008,44.795693,44.79576,317,,,
1:818,Opera Theater,Opera Theater,ოპერის თეატრი,ოპერის თეატრი,,41.700712,41.700712,44.795598,44.795598,138,,,
1:819,Tbilisi First Public School,Tbilisi First Public School,პირველი კლასიკური გიმნაზია,პირველი კლასიკური გიმნაზია,,41.698033,41.698033,44.798617,44.798617,334,,,
1:820,Tbilisi First Public School,Tbilisi First Public School,პირველი კლასიკური გიმნაზია,პირველი კლასიკური გიმნაზია,,41.69788,41.69788,44.798582,44.798582,153,,,
1:821,"M/S ""Freedom Square""","M/S ""Freedom Square""","მ/ს ""თავისუფლების მოედანი""","მ/ს ""თავისუფლების მოედანი""",,41.695413,41.69532,44.800103,44.80007,165,,,
1:822,Freedom Square,Freedom Square,თავისუფლების მოედანი,თავისუფლების მოედანი,,41.694033,41.694033,44.801559,44.801559,276,,,
1:824,Nikoloz Baratashvili Street,Nikoloz Baratashvili Street,ნიკოლოზ ბარათაშვილის ქუჩა,ნიკოლოზ ბარათაშვილის ქუჩა,,41.696663,41.696663,44.804746,44.804746,264,,,HUB_1_3983
1:825,"M/S ""Avlabari""","M/S ""Avlabari""","მ/ს ""ავლაბარი""","მ/ს ""ავლაბარი""",,41.692227,41.692214,44.814762,44.814755,319,,,HUB_1_825
1:826,Public School #202 the Visually Impaired,Public School #202 the Visually Impaired,#202-ე უსინათლო და მცირემხედველთა საჯარო სკოლა,#202-ე უსინათლო და მცირემხედველთა საჯარო სკოლა,,41.689236,41.689236,44.820131,44.820131,125,,1:4325,
1:828,Public School #89,Public School #89,#89-ე საჯარო სკოლა,#89-ე საჯარო სკოლა,,41.687299,41.68732,44.824994,44.82498,91,,,
1:829,Public School #89,Public School #89,#89-ე საჯარო სკოლა,#89-ე საჯარო სკოლა,,41.687508,41.6875,44.82461,44.82467,271,,,
1:830,"M/S ""300 Aragveli""","M/S ""300 Aragveli""","მ/ს ""300 არაგველი""","მ/ს ""300 არაგველი""",,41.687475,41.687475,44.827035,44.827035,271,,,
1:831,"M/S ""300 Aragveli""","M/S ""300 Aragveli""","მ/ს ""300 არაგველი""","მ/ს ""300 არაგველი""",,41.687311,41.687311,44.827032,44.827032,90,,1:4350,
1:832,Public School #96,Public School #96,#96-ე საჯარო სკოლა,#96-ე საჯარო სკოლა,,41.687295,41.687295,44.830707,44.830707,89,,,
1:836,"M/S ""Samgori""","M/S ""Samgori""","მ/ს ""სამგორი""","მ/ს ""სამგორი""",,41.686646,41.686646,44.855885,44.855885,105,,,
1:837,"M/S ""Samgori""","M/S ""Samgori""","მ/ს ""სამგორი""","მ/ს ""სამგორი""",,41.687011,41.687011,44.856606,44.856606,274,,,
1:838,Giorgi Abashvili Street,Giorgi Abashvili Street,გიორგი აბაშვილის ქუჩა,გიორგი აბაშვილის ქუჩა,,41.684328,41.684328,44.887682,44.887682,74,,,
1:839,Akaki Vasadze Street,Akaki Vasadze Street,აკაკი ვასაძის ქუჩა,აკაკი ვასაძის ქუჩა,,41.684384,41.684384,44.881382,44.881382,270,,,
1:841,Airport Settlement,Airport Settlement,აეროპორტის დასახლება,აეროპორტის დასახლება,,41.683451,41.683451,44.954577,44.954577,147,,,
1:842,Airport Settlement,Airport Settlement,აეროპორტის დასახლება,აეროპორტის დასახლება,,41.682842,41.682842,44.955422,44.955422,327,,,
1:844,Shindisi Street,Shindisi Street,შინდისის ქუჩა,შინდისის ქუჩა,,41.689581,41.689581,44.792832,44.792832,72,,,
1:845,Gergeti Street,Gergeti Street,გერგეთის ქუჩა,გერგეთის ქუჩა,,41.689871,41.689871,44.794178,44.794178,89,,,
1:846,Gizo Nishnianidze Street,Gizo Nishnianidze Street,გიზო ნიშნიანიძის ქუჩა,გიზო ნიშნიანიძის ქუჩა,,41.68944,41.68944,44.796686,44.796686,89,,,
1:847,Ivane Machabeli Street,Ivane Machabeli Street,ივანე მაჩაბლის ქუჩა,ივანე მაჩაბლის ქუჩა,,41.689567,41.689567,44.799757,44.799757,87,,,
1:848,Shalva Dadiani St #32,Shalva Dadiani St #32,შალვა დადიანის ქუჩა #32,შალვა დადიანის ქუჩა #32,,41.689983,41.689983,44.802246,44.802246,359,,,
1:851,Nikoloz Baratashvili Street,Nikoloz Baratashvili Street,ნიკოლოზ ბარათაშვილის ქუჩა,ნიკოლოზ ბარათაშვილის ქუჩა,,41.69638,41.69638,44.804341,44.804341,83,,,HUB_VAKE
1:853,Sulkhan-Saba Street,Sulkhan-Saba Street,სულხან-საბას ქუჩა,სულხან-საბას ქუჩა,,41.692531,41.692531,44.799247,44.799247,248,,,
1:855,Mikheil Lermontov Street,Mikheil Lermontov Street,მიხეილ ლერმონტოვის ქუჩა,მიხეილ ლერმონტოვის ქუჩა,,41.691351,41.691351,44.798435,44.798435,175,,,
1:856,Last Rise,Last Rise,ბოლო აღმართი,ბოლო აღმართი,,41.689515,41.689515,44.789991,44.789991,300,,,
1:857,Gergeti Street,Gergeti Street,გერგეთის ქუჩა,გერგეთის ქუჩა,,41.689945,41.689945,44.794908,44.794908,270,,,
1:858,Amaghleba Street,Amaghleba Street,ამაღლების ქუჩა,ამაღლების ქუჩა,,41.690592,41.690592,44.797248,44.797248,178,,,
1:859,Shindisi Street,Shindisi Street,შინდისის ქუჩა,შინდისის ქუჩა,,41.689595,41.689595,44.792542,44.792542,253,,,
1:861,Maro Makashvili Rise #15,Maro Makashvili Rise #15,მარო მაყაშვილის აღმართი #15,მარო მაყაშვილის აღმართი #15,,41.685115,41.685115,44.795033,44.795033,30,,,
1:864,Dedaena Park,Dedaena Park,დედაენის ბაღი,დედაენის ბაღი,,41.700983,41.700983,44.803125,44.803125,35,,,
1:865,Saarbrücken Square,Saarbrücken Square,ზაარბრიუკენის მოედანი,ზაარბრიუკენის მოედანი,,41.702933,41.702933,44.804599,44.804599,286,,,
1:866,Davit Aghmashenebeli Avenue,Davit Aghmashenebeli Avenue,დავით აღმაშენებლის გამზირი,დავით აღმაშენებლის გამზირი,,41.706467,41.706467,44.799693,44.799693,333,,,
1:867,"M/S ""Marjanishvili""","M/S ""Marjanishvili""","მ/ს ""მარჯანიშვილი""","მ/ს ""მარჯანიშვილი""",,41.709477,41.70945,44.797614,44.79769,333,,,HUB_DIDUBE
1:884,13 Maisis Skveri,13 Maisis Skveri,13 მაისის სკვერი,13 მაისის სკვერი,,41.757091,41.757091,44.773812,44.773812,328,,,
1:886,Boris Paichadze St #11,Boris Paichadze St #11,ბორის პაიჭაძის ქუჩა #11,ბორის პაიჭაძის ქუჩა #11,,41.762011,41.762011,44.774641,44.774641,1,,,
1:887,Robert Bardzimashvili Street,Robert Bardzimashvili Street,რობერტ ბარძიმაშვილის ქუჩა,რობერტ ბარძიმაშვილის ქუჩა,,41.765788,41.765788,44.775268,44.775268,358,,,
1:888,Dighomi Forest Park,Dighomi Forest Park,დიღმის ტყეპარკი,დიღმის ტყეპარკი,,41.769013,41.769013,44.774912,44.774912,360,,,
1:889,Esma Oniani Street,Esma Oniani Street,ესმა ონიანის ქუჩა,ესმა ონიანის ქუჩა,,41.772216,41.772216,44.774906,44.774906,360,,,
1:890,Konstantine Chachava Street,Konstantine Chachava Street,კონსტანტინე ჩაჩავას ქუჩა,კონსტანტინე ჩაჩავას ქუჩა,,41.77562,41.77562,44.774896,44.774896,0,,,
1:892,Infectious Diseases Hospital,Infectious Diseases Hospital,ინფექციური საავადმყოფო,ინფექციური საავადმყოფო,,41.779853,41.779853,44.774861,44.774861,360,,,
1:893,Infectious Diseases Hospital,Infectious Diseases Hospital,ინფექციური საავადმყოფო,ინფექციური საავადმყოფო,,41.779251,41.779251,44.774745,44.774745,181,,,
1:894,Konstantine Chachava Street,Konstantine Chachava Street,კონსტანტინე ჩაჩავას ქუჩა,კონსტანტინე ჩაჩავას ქუჩა,,41.775908,41.775908,44.774788,44.774788,180,,,
1:897,13 Maisis Skveri,13 Maisis Skveri,13 მაისის სკვერი,13 მაისის სკვერი,,41.757349,41.757349,44.773165,44.773165,141,,,
1:898,Shota Shalikashvili Bridge,Shota Shalikashvili Bridge,შოთა შალიკაშვილის ხიდი,შოთა შალიკაშვილის ხიდი,,41.755252,41.755252,44.77526,44.77526,141,,,
1:900,Esma Oniani Street,Esma Oniani Street,ესმა ონიანის ქუჩა,ესმა ონიანის ქუჩა,,41.772084,41.772084,44.774799,44.774799,180,,,
1:912,#18 Public School,#18 Public School,მე-#18 საჯარო სკოლა,მე-#18 საჯარო სკოლა,,41.720565,41.720565,44.788983,44.788983,150,,,
1:914,Giorgi Tovstonogov Street,Giorgi Tovstonogov Street,გიორგი ტოვსტონოგოვის ქუჩა,გიორგი ტოვსტონოგოვის ქუჩა,,41.713414,41.713414,44.794411,44.794411,148,,,
1:915,"M/S ""Marjanishvili""","M/S ""Marjanishvili""","მ/ს ""მარჯანიშვილი""","მ/ს ""მარჯანიშვილი""",,41.710186,41.710186,44.796785,44.796785,154,,,
1:916,Saint-Peterburg Street,Saint-Peterburg Street,სანკტ პეტერბურგის ქუჩა,სანკტ პეტერბურგის ქუჩა,,41.708604,41.708604,44.797955,44.797955,154,,,
1:917,Kiev Street,Kiev Street,კიევის ქუჩა,კიევის ქუჩა,,41.706215,41.706215,44.79976,44.79976,149,,,
1:920,Tskhra Marti Garden,Tskhra Marti Garden,9 მარტის ბაღი,9 მარტის ბაღი,,41.700968,41.700968,44.802966,44.802966,217,,,
1:924,Simon Chikovani Street,Simon Chikovani Street,სიმონ ჩიქოვანის ქუჩა,სიმონ ჩიქოვანის ქუჩა,,41.716152,41.716152,44.778632,44.778632,168,,,
1:925,26 May Square,26 May Square,26 მაისის მოედანი,26 მაისის მოედანი,,41.71775,41.71776,44.778192,44.77814,138,,,
1:926,Pekini Avenue,Pekini Avenue,პეკინის გამზირი,პეკინის გამზირი,,41.720237,41.720237,44.776014,44.776014,321,,,
1:928,M/S Technical University,M/S Technical University,"მ/ს ""ტექნიკური უნივერსიტეტი""","მ/ს ""ტექნიკური უნივერსიტეტი""",,41.721286,41.721286,44.774842,44.774842,323,,,
1:929,Sulkhan Tsintsadze Street,Sulkhan Tsintsadze Street,სულხან ცინცაძის ქუჩა,სულხან ცინცაძის ქუჩა,,41.722483,41.722483,44.773627,44.773627,322,,,
1:930,Sulkhan Tsintsadze Street,Sulkhan Tsintsadze Street,სულხან ცინცაძის ქუჩა,სულხან ცინცაძის ქუჩა,,41.722313,41.722313,44.773651,44.773651,140,,,
1:931,Adam Mitskevich Street,Adam Mitskevich Street,ადამ მიცკევიჩის ქუჩა,ადამ მიცკევიჩის ქუჩა,,41.724493,41.724493,44.771433,44.771433,318,,,
1:932,Adam Mitskevich Street,Adam Mitskevich Street,ადამ მიცკევიჩის ქუჩა,ადამ მიცკევიჩის ქუჩა,,41.724541,41.7245,44.771229,44.77117,142,,,
1:937,Zurab Zhvania Square,Zurab Zhvania Square,ზურაბ ჟვანიას მოედანი,ზურაბ ჟვანიას მოედანი,,41.731045,41.731045,44.766897,44.766897,265,,,
1:938,Zurab Zhvania Square,Zurab Zhvania Square,ზურაბ ჟვანიას მოედანი,ზურაბ ჟვანიას მოედანი,,41.730966,41.7309,44.766946,44.76695,81,,,
1:939,Tashkenti Street,Tashkenti Street,ტაშკენტის ქუჩა,ტაშკენტის ქუჩა,,41.730701,41.730701,44.76355,44.76355,260,,,
1:940,Tashkenti Street,Tashkenti Street,ტაშკენტის ქუჩა,ტაშკენტის ქუჩა,,41.730608,41.730608,44.76348,44.76348,85,,,
1:941,Budapest Street,Budapest Street,ბუდაპეშტის ქუჩა,ბუდაპეშტის ქუჩა,,41.73009,41.73009,44.757442,44.757442,263,,,
1:942,Budapest Street,Budapest Street,ბუდაპეშტის ქუჩა,ბუდაპეშტის ქუჩა,,41.730082,41.730082,44.75825,44.75825,83,,,
1:943,Public School #203,Public School #203,#203-ე საჯარო სკოლა,#203-ე საჯარო სკოლა,,41.729792,41.729792,44.755227,44.755227,83,,,
1:944,Public School #203,Public School #203,#203-ე საჯარო სკოლა,#203-ე საჯარო სკოლა,,41.72987,41.72987,44.755165,44.755165,263,,,
1:945,Akvsenti Megreladze Street,Akvsenti Megreladze Street,აქვსენტი მეგრელაძის ქუჩა,აქვსენტი მეგრელაძის ქუჩა,,41.729629,41.729629,44.752419,44.752419,263,,,
1:946,Akvsenti Megreladze Street,Akvsenti Megreladze Street,აქვსენტი მეგრელაძის ქუჩა,აქვსენტი მეგრელაძის ქუჩა,,41.729575,41.729575,44.752703,44.752703,82,,,
1:947,Mikheil Asatiani Street,Mikheil Asatiani Street,მიხეილ ასათიანის ქუჩა,მიხეილ ასათიანის ქუჩა,,41.729369,41.729369,44.750678,44.750678,82,,,
1:948,Mikheil Asatiani Street,Mikheil Asatiani Street,მიხეილ ასათიანის ქუჩა,მიხეილ ასათიანის ქუჩა,,41.729447,41.729447,44.750624,44.750624,262,,,
1:949,Delisi Street,Delisi Street,დელისის ქუჩა,დელისის ქუჩა,,41.729001,41.729001,44.747242,44.747242,82,,,
1:950,Delisi Street,Delisi Street,დელისის ქუჩა,დელისის ქუჩა,,41.729073,41.729073,44.747092,44.747092,262,,,
1:951,Ferdinand Tavadze Street,Ferdinand Tavadze Street,ფერდინანდ თავაძის ქუჩა,ფერდინანდ თავაძის ქუჩა,,41.728585,41.728585,44.74328,44.74328,247,,,
1:952,Ferdinand Tavadze Street,Ferdinand Tavadze Street,ფერდინანდ თავაძის ქუჩა,ფერდინანდ თავაძის ქუჩა,,41.728545,41.72851,44.743452,44.74345,71,,,
1:953,Komarov School,Komarov School,კომაროვის სკოლა,კომაროვის სკოლა,,41.727436,41.727436,44.737433,44.737433,262,,,
1:954,Komarov School,Komarov School,კომაროვის სკოლა,კომაროვის სკოლა,,41.727371,41.727371,44.73761,44.73761,83,,,
1:955,Irakli Gamrekeli Street,Irakli Gamrekeli Street,ირაკლი გამრეკელის ქუჩა,ირაკლი გამრეკელის ქუჩა,,41.727169,41.727169,44.734684,44.734684,264,,,
1:956,Ramaz Chkhikvadze Street,Ramaz Chkhikvadze Street,რამაზ ჩხიკვაძის ქუჩა,რამაზ ჩხიკვაძის ქუჩა,,41.726787,41.726787,44.73172,44.73172,83,,,
1:957,Ramaz Chkhikvadze Street,Ramaz Chkhikvadze Street,რამაზ ჩხიკვაძის ქუჩა,რამაზ ჩხიკვაძის ქუჩა,,41.726881,41.726881,44.731841,44.731841,263,,,
1:958,Public School #126,Public School #126,#126-ე საჯარო სკოლა,#126-ე საჯარო სკოლა,,41.726427,41.726427,44.727957,44.727957,83,,,
1:959,Public School #126,Public School #126,#126-ე საჯარო სკოლა,#126-ე საჯარო სკოლა,,41.726607,41.726607,44.728894,44.728894,263,,,
1:960,Besarion Zhghenti Street,Besarion Zhghenti Street,ბესარიონ ჟღენტის ქუჩა,ბესარიონ ჟღენტის ქუჩა,,41.726282,41.726282,44.725623,44.725623,262,,,
1:961,Besarion Zhghenti Street,Besarion Zhghenti Street,ბესარიონ ჟღენტის ქუჩა,ბესარიონ ჟღენტის ქუჩა,,41.726174,41.726174,44.725385,44.725385,82,,,
1:962,Shalva Nutsubidze St #221,Shalva Nutsubidze St #221,შალვა ნუცუბიძის ქუჩა #221,შალვა ნუცუბიძის ქუჩა #221,,41.725448,41.725448,44.71737,44.71737,266,,,
1:963,Public School #128,Public School #128,#128-ე საჯარო სკოლა,#128-ე საჯარო სკოლა,,41.725904,41.725904,44.722614,44.722614,81,,,
1:964,Shalva Nutsubidze St #221,Shalva Nutsubidze St #221,შალვა ნუცუბიძის ქუჩა #221,შალვა ნუცუბიძის ქუჩა #221,,41.725372,41.725372,44.717435,44.717435,85,,,
1:966,Geology Institute,Geology Institute,გეოლოგიის ინსტიტუტი,გეოლოგიის ინსტიტუტი,,41.720773,41.720773,44.709085,44.709085,277,,,
1:967,Construction Supervision Agency,Construction Supervision Agency,სამშენებლო ზედამხედველობის სააგენტო,სამშენებლო ზედამხედველობის სააგენტო,,41.720303,41.720303,44.71405,44.71405,279,,,
1:968,Ana Politkovskaia St #5,Ana Politkovskaia St #5,ანა პოლიტკოვსკაიას ქუჩა #5,ანა პოლიტკოვსკაიას ქუჩა #5,,41.720589,41.720589,44.7113,44.7113,277,,,
1:969,Sokhumi State University,Sokhumi State University,სოხუმის სახელმწიფო უნივერსიტეტი,სოხუმის სახელმწიფო უნივერსიტეტი,,41.721692,41.721692,44.704641,44.704641,107,,,
1:970,Ana Politkovskaia Street,Ana Politkovskaia Street,ანა პოლიტკოვსკაიას ქუჩა,ანა პოლიტკოვსკაიას ქუჩა,,41.722055,41.722055,44.703114,44.703114,169,,,
1:972,Elizbar Mindeli Street,Elizbar Mindeli Street,ელიზბარ მინდელის ქუჩა,ელიზბარ მინდელის ქუჩა,,41.720841,41.720841,44.707722,44.707722,98,,,
1:973,Ana Politkovskaia St #10,Ana Politkovskaia St #10,ანა პოლიტკოვსკაიას ქუჩა #10,ანა პოლიტკოვსკაიას ქუჩა #10,,41.720483,41.72046,44.711789,44.71178,97,,,
1:974,Construction Supervision Agency,Construction Supervision Agency,სამშენებლო ზედამხედველობის სააგენტო,სამშენებლო ზედამხედველობის სააგენტო,,41.720201,41.72017,44.714482,44.71448,100,,,
1:975,Special Penitentiary Service,Special Penitentiary Service,სპეციალური პენიტენციური სამსახური,სპეციალური პენიტენციური სამსახური,,41.720689,41.72068,44.717901,44.71792,355,,,
1:976,Bagebi Cable Road,Bagebi Cable Road,ბაგების საბაგირო,ბაგების საბაგირო,,41.717352,41.717352,44.718245,44.718245,114,,,
1:977,Maghlivi Building of State University,Maghlivi Building of State University,უნივერსიტეტის მაღლივი კორპუსი,უნივერსიტეტის მაღლივი კორპუსი,,41.717544,41.717544,44.719788,44.719788,274,,,
1:981,Special Penitentiary Service,Special Penitentiary Service,სპეციალური პენიტენციური სამსახური,სპეციალური პენიტენციური სამსახური,,41.720095,41.720095,44.718355,44.718355,84,,,
1:982,Petre Kavtaradze St #68,Petre Kavtaradze St #68,პეტრე ქავთარაძის ქუჩა #68,პეტრე ქავთარაძის ქუჩა #68,,41.720409,41.720409,44.721187,44.721187,82,,,
1:983,Special Penitentiary Service,Special Penitentiary Service,სპეციალური პენიტენციური სამსახური,სპეციალური პენიტენციური სამსახური,,41.720203,41.720203,44.718561,44.718561,262,,,
1:984,Petre Kavtaradze St #45,Petre Kavtaradze St #45,პეტრე ქავთარაძის ქუჩა #45,პეტრე ქავთარაძის ქუჩა #45,,41.720489,41.720489,44.721125,44.721125,261,,,
1:985,Public School #35,Public School #35,#35-ე საჯარო სკოლა,#35-ე საჯარო სკოლა,,41.72064,41.72064,44.723673,44.723673,82,,,
1:986,Public School #35,Public School #35,#35-ე საჯარო სკოლა,#35-ე საჯარო სკოლა,,41.720717,41.720717,44.723593,44.723593,263,,,
1:987,Public School #122,Public School #122,#122-ე საჯარო სკოლა,#122-ე საჯარო სკოლა,,41.721306,41.721306,44.730457,44.730457,87,,,
1:988,Public School #122,Public School #122,#122-ე საჯარო სკოლა,#122-ე საჯარო სკოლა,,41.721412,41.721412,44.730714,44.730714,261,,,
1:989,Davit Tavkhelidze Street,Davit Tavkhelidze Street,დავით თავხელიძის ქუჩა,დავით თავხელიძის ქუჩა,,41.721591,41.721591,44.73354,44.73354,84,,,
1:990,Davit Tavkhelidze Street,Davit Tavkhelidze Street,დავით თავხელიძის ქუჩა,დავით თავხელიძის ქუჩა,,41.72167,41.72167,44.733476,44.733476,266,,,
1:992,Petre Kavtaradze St #33,Petre Kavtaradze St #33,პეტრე ქავთარაძის ქუჩა #33,პეტრე ქავთარაძის ქუჩა #33,,41.721036,41.721036,44.727018,44.727018,265,,,
1:994,Kalistrate Kutatelidze Street,Kalistrate Kutatelidze Street,კალისტრატე ქუთათელაძის ქუჩა,კალისტრატე ქუთათელაძის ქუჩა,,41.724059,41.72402,44.744568,44.74458,83,,,
1:996,Ana Antonovskaia Street,Ana Antonovskaia Street,ანა ანტონოვსკაიას ქუჩა,ანა ანტონოვსკაიას ქუჩა,,41.724369,41.724369,44.748007,44.748007,83,,,
1:997,Mikheil Asatiani Street,Mikheil Asatiani Street,მიხეილ ასათიანის ქუჩა,მიხეილ ასათიანის ქუჩა,,41.72597,41.72597,44.749659,44.749659,261,,,
1:999,Givi Kartozia Street,Givi Kartozia Street,გივი კარტოზიას ქუჩა,გივი კარტოზიას ქუჩა,,41.724641,41.724641,44.751225,44.751225,83,,,
1:1000,Vaso Godziashvili Park,Vaso Godziashvili Park,ვასო გოძიაშვილის ბაღი,ვასო გოძიაშვილის ბაღი,,41.725095,41.725095,44.755362,44.755362,82,,,
1:1001,Tandzia Street,Tandzia Street,ტანძიის ქუჩა,ტანძიის ქუჩა,,41.725458,41.725458,44.759042,44.759042,83,,,
1:1003,Tashkenti Street,Tashkenti Street,ტაშკენტის ქუჩა,ტაშკენტის ქუჩა,,41.725986,41.725986,44.764363,44.764363,82,,,
1:1004,Davit Gamrekeli Street,Davit Gamrekeli Street,დავით გამრეკელის ქუჩა,დავით გამრეკელის ქუჩა,,41.726391,41.72632,44.76822,44.76837,83,,,
1:1007,Giorgi Saakadze Square,Giorgi Saakadze Square,გიორგი სააკაძის მოედანი,გიორგი სა��კაძის მოედანი,,41.723636,41.723636,44.776661,44.776661,161,,,
1:1008,Technical University 3rd Building,Technical University 3rd Building,ტექნიკური უნივერსიტეტი III კორპუსი,ტექნიკური უნივერსიტეტი III კორპუსი,,41.721262,41.721262,44.777564,44.777564,167,,,
1:1009,M/S Technical University,M/S Technical University,"მ/ს ""ტექნიკური უნივერსიტეტი""","მ/ს ""ტექნიკური უნივერსიტეტი""",,41.719352,41.719352,44.778321,44.778321,348,,,
1:1010,Giorgi Saakadze Square,Giorgi Saakadze Square,გიორგი სააკაძის მოედანი,გიორგი სააკაძის მოედანი,,41.724125,41.724125,44.77707,44.77707,350,,,
1:1011,Technical University 3rd Building,Technical University 3rd Building,ტექნიკური უნივერსიტეტი III კორპუსი,ტექნიკური უნივერსიტეტი III კორპუსი,,41.722095,41.722095,44.777412,44.777412,346,,,
1:1013,Public School #87,Public School #87,#87-ე საჯარო სკოლა,#87-ე საჯარო სკოლა,,41.686751,41.686751,44.83576,44.83576,99,,,
1:1014,Lech Kaczynski,Lech Kaczynski,ლეხ კაჩინსკის ქუჩა,ლეხ კაჩინსკის ქუჩა,,41.687166,41.687166,44.833969,44.833969,278,,,
1:1016,Public School #87,Public School #87,#87-ე საჯარო სკოლა,#87-ე საჯარო სკოლა,,41.686883,41.686883,44.836372,44.836372,283,,,
1:1017,M/S Isani,M/S Isani,"მ/ს ""ისანი""","მ/ს ""ისანი""",,41.686728,41.68673,44.841467,44.8414,183,,,
1:1018,Navtlughi Street,Navtlughi Street,ნავთლუღის ქუჩა,ნავთლუღის ქუჩა,,41.682424,41.682424,44.839869,44.839869,229,,,
1:1019,Navtlughi Street,Navtlughi Street,ნავთლუღის ქუჩა,ნავთლუღის ქუჩა,,41.681562,41.681562,44.839057,44.839057,46,,,
1:1020,Gabriel Salosi Square,Gabriel Salosi Square,გაბრიელ სალოსის მოედანი,გაბრიელ სალოსის მოედანი,,41.677902,41.677902,44.838579,44.838579,188,,,
1:1021,Gabriel Salosi Square,Gabriel Salosi Square,გაბრიელ სალოსის მოედანი,გაბრიელ სალოსის მოედანი,,41.677964,41.677964,44.838679,44.838679,346,,,
1:1024,Dirsichala Street,Dirsichala Street,დირსიჭალას ქუჩა,დირსიჭალას ქუჩა,,41.676364,41.676364,44.845424,44.845424,97,,,
1:1025,Bolnisi Street,Bolnisi Street,ბოლნისის ქუჩა,ბოლნისის ქუჩა,,41.676534,41.676534,44.844268,44.844268,277,,,
1:1027,Shota Nadirashvili Street,Shota Nadirashvili Street,შოთა ნადირაშვილის ქუჩა,შოთა ნადირაშვილის ქუჩა,,41.674172,41.674172,44.856703,44.856703,293,,,
1:1028,Shota Nadirashvili Street,Shota Nadirashvili Street,შოთა ნადირაშვილის ქუჩა,შოთა ნადირაშვილის ქუჩა,,41.67391,41.67385,44.85739,44.85734,112,,,
1:1029,Beri Gabriel Salosi Ave #120,Beri Gabriel Salosi Ave #120,ბერი გაბრიელ სალოსის გამზირი #120,ბერი გაბრიელ სალოსის გამზირი #120,,41.673132,41.673132,44.862159,44.862159,290,,,
1:1031,Beri Gabriel Salosi Ave #153,Beri Gabriel Salosi Ave #153,ბერი გაბრიელ სალოსის გამზირი #153,ბერი გაბრიელ სალოსის გამზირი #153,,41.67207,41.67207,44.867475,44.867475,103,,,
1:1032,Beri Gabriel Salosi Ave #136,Beri Gabriel Salosi Ave #136,ბერი გაბრიელ სალოსის გამზირი #136,ბერი გაბრიელ სალოსის გამზირი #136,,41.672114,41.672114,44.867542,44.867542,281,,,
1:1034,Beri Gabriel Salosi Ave #169,Beri Gabriel Salosi Ave #169,ბერი გაბრიელ სალოსის გამზირი #169,ბერი გაბრიელ სალოსის გამზირი #169,,41.670702,41.670702,44.872005,44.872005,105,,,
1:1035,Bogdan Khmelnitski St #3,Bogdan Khmelnitski St #3,ბოგდან ხმელნიცკის ქუჩა #3,ბოგდან ხმელნიცკის ქუჩა #3,,41.671189,41.671189,44.875771,44.875771,17,,,
1:1036,Bogdan Khmelnitski St #3,Bogdan Khmelnitski St #3,ბოგდან ხმელნიცკის ქუჩა #3,ბოგდან ხმელნიცკის ქუჩა #3,,41.671363,41.671363,44.875765,44.875765,194,,,
