id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget
1:3513,Vake-Saburatlo Police Sixth Department,Vake-Saburatlo Police Sixth Department,ვაკე-საბურთალოს პოლიციის მეექვსე განყოფილება,ვაკე-საბურთალოს პოლიციის მეექვსე განყოფილება,,41.767057,41.767057,44.752998,44.752998,150,,,
1:3514,Vake-Saburatlo Police Sixth Department,Vake-Saburatlo Police Sixth Department,ვაკე-საბურთალოს პოლიციის მეექვსე განყოფილება,ვაკე-საბურთალოს პოლიციის მეექვსე განყოფილება,,41.76723,41.76723,44.752989,44.752989,327,,,
1:3515,Grigol Khandzteli Street,Grigol Khandzteli Street,გრიგოლ ხანძთელის ქუჩა,გრიგოლ ხანძთელის ქუჩა,,41.769335,41.769335,44.741666,44.741666,299,,,
1:3516,Grigol Khandzteli Street,Grigol Khandzteli Street,გრიგოლ ხანძთელის ქუჩა,გრ��გოლ ხანძთელის ქუჩა,,41.769375,41.769375,44.741321,44.741321,126,,,
1:3517,Village Dighomi Center,Village Dighomi Center,სოფელ დიღმის ცენტრი,სოფელ დიღმის ცენტრი,,41.77147,41.77147,44.738675,44.738675,134,,,
1:3518,Village Dighomi Center,Village Dighomi Center,სოფელ დიღმის ცენტრი,სოფელ დიღმის ცენტრი,,41.771488,41.771488,44.738798,44.738798,326,,,
1:3519,Shalva Mshvelidze St #16,Shalva Mshvelidze St #16,შალვა მშველიძის ქუჩა #16,შალვა მშველიძის ქუჩა #16,,41.703069,41.703069,44.846924,44.846924,148,,,
1:3520,Vazisubani Police,Vazisubani Police,ვაზისუბნის პოლიცია,ვაზისუბნის პოლიცია,,41.703571,41.703571,44.848499,44.848499,145,,,
1:3521,Public School #158,Public School #158,#158-ე საჯარო სკოლა,#158-ე საჯარო სკოლა,,41.751172,41.751172,44.763542,44.763542,351,,,
1:3522,Vashlijvari 2nd Zone,Vashlijvari 2nd Zone,ვაშლიჯვარი II ზონა,ვაშლიჯვარი II ზონა,,41.75255,41.75255,44.763646,44.763646,26,,,
1:3523,Public School #208,Public School #208,#208-ე საჯარო სკოლა,#208-ე საჯარო სკოლა,,41.82449,41.82449,44.757843,44.757843,48,,,
1:3525,Giorgi and Zviad Ugrekhelidze St #10,Giorgi and Zviad Ugrekhelidze St #10,გიორგი და ზვიად უგრეხელიძეების ქუჩა #10,გიორგი და ზვიად უგრეხელიძეების ქუჩა #10,,41.826045,41.826045,44.758678,44.758678,51,,,
1:3526,Giorgi and Zviad Ugrekhelidze St #15,Giorgi and Zviad Ugrekhelidze St #15,გიორგი და ზვიად უგრეხელიძეების ქუჩა #15,გიორგი და ზვიად უგრეხელიძეების ქუჩა #15,,41.8261,41.8261,44.758664,44.758664,227,,,
1:3528,Lami Street,Lami Street,ლამის ქუჩა,ლამის ქუჩა,,41.70881,41.70881,44.809394,44.809394,103,,,
1:3531,Rkawiteli Street,Rkawiteli Street,რქაწითლის ქუჩა,რქაწითლის ქუჩა,,41.664477,41.664477,44.914647,44.914647,150,,,
1:3532,Rkawiteli Street,Rkawiteli Street,რქაწითლის ქუჩა,რქაწითლის ქუჩა,,41.664627,41.664627,44.914682,44.914682,329,,,
1:3533,Kindzmarauli Street #32,Kindzmarauli Street #32,ქინძმარაულის ქუჩა #32,ქინძმარაულის ქუჩა #32,,41.665907,41.665907,44.912399,44.912399,297,,,
1:3534,Kindzmarauli Street #32,Kindzmarauli Street #32,ქინძმარაულის ქუჩა #32,ქინძმარაულის ქუჩა #32,,41.665778,41.665778,44.912485,44.912485,118,,,
1:3535,Railway Passage Bridge,Railway Passage Bridge,გადასასვლელი ხიდი,გადასასვლელი ხიდი,,41.672389,41.672389,44.894442,44.894442,118,,,
1:3536,Railway Passage Bridge,Railway Passage Bridge,გადასასვლელი ხიდი,გადასასვლელი ხიდი,,41.672425,41.672425,44.894603,44.894603,296,,,
1:3537,"Kojori, Nikoloz Baratashvili Street","Kojori, Nikoloz Baratashvili Street","კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა","კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა",,115,41.659625,44.719993,44.719993,84,,,
1:3538,"Kojori, Sergeants Academy","Kojori, Sergeants Academy","კოჯორი, სერჟანტთა აკადემია","კოჯორი, სერჟანტთა აკადემია",,106,41.666823,44.678234,44.678234,0,,,
1:3539,"Kojori, Vazha-Pshavela Street","Kojori, Vazha-Pshavela Street","კოჯორი, ვაჟა-ფშაველას ქუჩა","კოჯორი, ვაჟა-ფშაველას ქუჩა",,213,41.656521,44.702817,44.702817,339,,,
1:3540,Tabakhmela Tbilisi-Kojori Highway #21,Tabakhmela Tbilisi-Kojori Highway #21,"ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #21","ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #21",,41.656954,41.656954,101,44.758223,82,,,
1:3541,Tabakhmela Tbilisi-Kojori Highway #21,Tabakhmela Tbilisi-Kojori Highway #21,"ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #21","ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #21",,41.657038,41.657038,280,44.758239,272,,,
1:3542,Tabakhmela Tbilisi-Kojori Highway #34,Tabakhmela Tbilisi-Kojori Highway #34,"ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #34","ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #34",,41.657102,41.657102,254,44.755855,249,,,
1:3543,Tabakhmela Tbilisi-Kojori Highway #32,Tabakhmela Tbilisi-Kojori Highway #32,"ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #32","ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #32",,41.65711,41.65711,74,44.756332,96,,,
1:3544,Tabakhmela Tbilisi-Kojori Highway #35,Tabakhmela Tbilisi-Kojori Highway #35,"ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #35","ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #35",,41.656473,41.656473,248,44.753636,241,,,
1:3545,Tabakhmela Tbilisi-Kojori Highway #44,Tabakhmela Tbilisi-Kojori Highway #44,"ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #44","ტაბახმელა, თბილისი-კოჯრის გზატკეცილი #44",,41.656497,41.656497,69,44.754031,70,,,
1:3546,"Tabakhmela, Tamar Mepe Street","Tabakhmela, Tamar Mepe Street","ტაბახმელა, თამარ მეფის ქუჩა","ტაბახმელა, თამარ მეფის ქუჩა",,238,41.65554,44.7514,44.7514,238,,,
1:3547,"Tabakhmela, Sulkhan Orbeliani Street","Tabakhmela, Sulkhan Orbeliani Street","ტაბახმელა, სულხან საბა ორბელიანის ქუჩა","ტაბახმელა, სულხან საბა ორბელიანის ქუჩა",,272,41.654802,44.743739,44.743739,269,,,
1:3548,"Tabakhmela, Sulkhan Orbeliani Street","Tabakhmela, Sulkhan Orbeliani Street","ტაბახმელა, სულხან საბა ორბელიანის ქუჩა","ტაბახმელა, სულხან საბა ორბელიანის ქუჩა",,93,41.65471,44.743932,44.743932,103,,,
1:3550,Tabakhmela Street,Tabakhmela Street,ტაბახმელის ქუჩა,ტაბახმელის ქუჩა,,41.653341,41.653341,44.736618,44.736618,7,,,
1:3551,Tabakhmela Street,Tabakhmela Street,ტაბახმელის ქუჩა,ტაბახმელის ქუჩა,,41.653325,41.653325,44.736505,44.736505,186,,,
1:3552,Giorgi and Zviad Ugrekhelidze St #4,Giorgi and Zviad Ugrekhelidze St #4,გიორგი და ზვიად უგრეხელიძეების ქუჩა #4,გიორგი და ზვიად უგრეხელიძეების ქუჩა #4,,41.827432,41.827432,44.760774,44.760774,48,,,
1:3553,Giorgi and Zviad Ugrekhelidze St #1,Giorgi and Zviad Ugrekhelidze St #1,გიორგი და ზვიად უგრეხელიძეების ქუჩა #1,გიორგი და ზვიად უგრეხელიძეების ქუჩა #1,,41.827424,41.827424,44.760675,44.760675,230,,,
1:3554,Freedom St #28,Freedom St #28,თავისუფლების ქუჩა #28,თავისუფლების ქუჩა #28,,41.823789,41.823789,44.756485,44.756485,86,,,
1:3555,Freedom St #30,Freedom St #30,თავისუფლების ქუჩა #30,თავისუფლების ქუჩა #30,,41.823836,41.823836,44.756306,44.756306,268,,,
1:3556,Grigol Khandzteli St #36,Grigol Khandzteli St #36,გრიგოლ ხანძთელის ქუჩა #36,გრიგოლ ხანძთელის ქუჩა #36,,41.827215,41.827215,44.759036,44.759036,68,,,
1:3557,Grigol Khandzteli St #36,Grigol Khandzteli St #36,გრიგოლ ხანძთელის ქუჩა #36,გრიგოლ ხანძთელის ქუჩა #36,,41.827237,41.827237,44.758824,44.758824,248,,,
1:3558,Heroes Square (Saburtalo direction),Heroes Square (Saburtalo direction),გმირთა მოედანი,გმირთა მოედანი,,41.714144,41.714144,44.782996,44.782996,228,,,HUB_1_3558
1:3559,Public School #180,Public School #180,#180-ე საჯარო სკოლა,#180-ე საჯარო სკოლა,,41.707865,41.707865,44.879491,44.879491,94,,,
1:3560,Vladimer Lobjanidze St #16,Vladimer Lobjanidze St #16,ვლადიმერ ლობჟანიძის ქუჩა #16,ვლადიმერ ლობჟანიძის ქუჩა #16,,41.679923,41.679923,44.842646,44.842646,189,,,
1:3561,Vladimer Lobjanidze St #16,Vladimer Lobjanidze St #16,ვლადიმერ ლობჟანიძის ქუჩა #16,ვლადიმერ ლობჟანიძის ქუჩა #16,,41.679972,41.679972,44.842702,44.842702,355,,,
1:3562,Ushangi Sofromadze Street,Ushangi Sofromadze Street,უშანგი სოფრომაძის ქუჩა,უშანგი სოფრომაძის ქუჩა,,41.68129,41.68129,44.842436,44.842436,190,,,
1:3563,Ushangi Sofromadze Street,Ushangi Sofromadze Street,უშანგი სოფრომაძის ქუჩა,უშანგი სოფრომაძის ქუჩა,,41.681382,41.681382,44.842533,44.842533,9,,,
1:3564,Vladimer Lobjanidze St #3,Vladimer Lobjanidze St #3,ვლადიმერ ლობჟანიძის ქუჩა #3,ვლადიმერ ლობჟანიძის ქუჩა #3,,41.684042,41.68406,44.841768,44.84182,327,,,
1:3565,Vladimer Lobjanidze St #3,Vladimer Lobjanidze St #3,ვლადიმერ ლობჟანიძის ქუჩა #3,ვლადიმერ ლობჟანიძის ქუჩა #3,,41.68384,41.68384,44.841798,44.841798,159,,,
1:3566,Tsaishi Street #15,Tsaishi Street #15,ცაიშის ქუჩა #15,ცაიშის ქუჩა #15,,41.717978,41.717978,44.824948,44.824948,88,,,
1:3567,Tsaishi Street #42,Tsaishi Street #42,ცაიშის ქუჩა #42,ცაიშის ქუჩა #42,,41.718062,41.718062,44.825155,44.825155,270,,,
1:3569,Public Service Hall,Public Service Hall,იუსტიციის სახლი,იუსტიციის სახლი,,41.698677,41.69865,44.805604,44.80553,130,,,
1:3570,National Center for Assessment and Examinations,National Center for Assessment and Examinations,შეფასებისა და გამოცდების ეროვნული ცენტრი,შეფასებისა და გამოცდების ეროვნული ცენტრი,,41.724233,41.724233,44.709034,44.709034,69,,,
1:3571,Elizbar Mindeli St #3,Elizbar Mindeli St #3,ელიზბარ მინდელის ქუჩა #3,ელიზბარ მინდელის ქუჩა #3,,41.725147,41.725147,44.715128,44.715128,81,,,
1:3572,Egnate Ninoshvili Street,Egnate Ninoshvili Street,ეგნატე ნინოშვილის ქუჩა,ეგნატე ნინოშვილის ქუჩა,,41.717992,41.717992,44.79689,44.79689,152,,,
1:3574,Riga Kindergarten,Riga Kindergarten,რიგის ბაღი,რიგის ბაღი,,41.698055,41.698055,44.872033,44.872033,92,,,
1:3575,Kindergarten #176,Kindergarten #176,#176-ე საბავშვო ბაღი,#176-ე საბავშვო ბაღი,,41.697991,41.697991,44.875578,44.875578,91,,,
1:3576,Kindergarten #160,Kindergarten #160,#160-ე საბავშვო ბაღი,#160-ე საბავშვო ბაღი,,41.69793,41.69793,44.878453,44.878453,91,,,
1:3577,Nodar Akhalkatsi Street,Nodar Akhalkatsi Street,ნოდარ ახალკაცის ქუჩა,ნოდარ ახალკაცის ქუჩა,,41.759782,41.759782,44.774576,44.774576,14,,,
1:3579,Guram Rcheulishvili St #17,Guram Rcheulishvili St #17,გურამ რჩეულიშვილის ქუჩა #17,გურამ რჩეულიშვილის ქუჩა #17,,41.702897,41.702897,44.776564,44.776564,241,,,
1:3580,Guram Rcheulishvili St #20,Guram Rcheulishvili St #20,გურამ რჩეულიშვილის ქუჩა #20,გურამ რჩეულიშვილის ქუჩა #20,,41.702756,41.702756,44.776285,44.776285,71,,,
1:3581,Revaz Uridia Street,Revaz Uridia Street,რევაზ ურიდიას ქუჩა,რევაზ ურიდიას ქუჩა,,41.729772,41.729772,44.828213,44.828213,241,,,
1:3583,Public School #157,Public School #157,#157-ე საჯარო სკოლა,#157-ე საჯარო სკოლა,,41.695617,41.695617,44.861247,44.861247,321,,,
1:3586,Didi Lilo Lane,Didi Lilo Lane,დიდი ლილოს გადასახვევი,დიდი ლილოს გადასახვევი,,41.693017,41.693017,44.957337,44.957337,287,,,
1:3588,Samgori Police Department,Samgori Police Department,სამგორის პოლიციის დეპარტამენტი,სამგორის პოლიციის დეპარტამენტი,,41.669858,41.66983,44.890713,44.89069,127,,,
1:3592,Moscow Avenue #35,Moscow Avenue #35,მოსკოვის გამზირი #35,მოსკოვის გამზირი #35,,41.673751,41.673751,44.880824,44.880824,119,,,
1:3593,Alexandre Kazbegi Avenue #44,Alexandre Kazbegi Avenue #44,ალექსანდრე ყაზბეგის გამზირი #44,ალექსანდრე ყაზბეგის გამზირი #44,,41.723557,41.723557,44.739761,44.739761,80,,,
1:3594,Zurab Chavchavadze Street,"Lomouri Str. (Clinic ""Rustavi"")",ზურაბ ჭავჭავაძის ქუჩა,"ლომ��ურის ქუჩა (კლინიკა ""რუსთავი"")",,41.711163,41.559317,44.796195,44.969483,331,,,
1:3595,Giorgi Tovstonogov Street,Giorgi Tovstonogov Street,გიორგი ტოვსტონოგოვის ქუჩა,გიორგი ტოვსტონოგოვის ქუჩა,,41.713426,41.713426,44.794529,44.794529,332,,,
1:3596,Ia Kargareteli Street,Ia Kargareteli Street,ია კარგარეთელის ქუჩა,ია ��არგარეთელის ქუჩა,,41.714937,41.714937,44.793446,44.793446,331,,,
1:3597,Public School #24,Public School #24,#24-ე საჯარო სკოლა,#24-ე საჯარო სკოლა,,41.71714,41.71714,44.791753,44.791753,331,,,
1:3598,Murman Lebanidze Street,Murman Lebanidze Street,მურმან ლებანიძის ქუჩა,მურმან ლებანიძის ქუჩა,,41.718975,41.71901,44.79042,44.79044,330,,,
1:3599,#18 Public School,#18 Public School,მე-#18 საჯარო სკოლა,მე-#18 საჯარო სკოლა,,41.720399,41.720415,44.789251,44.789436,323,,,
1:3601,Davit Aghmashenebeli Alley #44,Davit Aghmashenebeli Alley #44,დავით აღმაშენებლის ხეივანი #44,დავით აღმაშენებლის ხეივანი #44,,41.768983,41.768983,44.768423,44.768423,178,,,
1:3602,Shuamta Street,Shuamta Street,შუამთის ქუჩა,შუამთის ქუჩა,,41.687594,41.687594,44.870591,44.870591,1,,,
1:3603,Dimitri Alexidze Street,Dimitri Alexidze Street,დიმიტრი ალექსიძის ქუჩა,დიმიტრი ალექსიძის ქუჩა,,41.702344,41.702344,44.880325,44.880325,79,,,
1:3604,"Orkhevi, Davit Kakabadze Street","Orkhevi, Davit Kakabadze Street","ორხევი, დავით კაკაბაძის ქუჩა","ორხევი, დავით კაკაბაძის ქუჩა",,184,41.690658,44.927071,44.927071,191,,,
1:3605,Kindergarten #156,Kindergarten #156,#156-ე ბაგა-ბაღი,#156-ე ბაგა-ბაღი,,41.703359,41.703359,44.849642,44.849642,353,,,
1:3606,Marshal Iozep Pilsudski Ave #12,Marshal Iozep Pilsudski Ave #12,მარშალ იოზეფ პილსუდსკის გამზირი #12,მარშალ იოზეფ პილსუდსკის გამზირი #12,,41.70558,41.70558,44.8521,44.8521,241,,,
1:3607,Niko Muskhelishvili St #7,Niko Muskhelishvili St #7,ნიკო მუსხელიშვილის ქუჩა #7,ნიკო მუსხელიშვილის ქუჩა #7,,41.698015,41.698015,44.852428,44.852428,337,,,
1:3639,Freedom Square,Freedom Square,თავისუფლების მოედანი,თავისუფლების მოედანი,,41.692739,41.692739,44.802056,44.802056,355,,,
1:3640,"Okrokana, Iakob Gogebashvili Street","Okrokana, Iakob Gogebashvili Street","ოქროყანა, იაკობ გოგებაშვილის ქუჩა","ოქროყანა, იაკობ გოგებაშვილის ქუჩა",,275,41.683571,44.774622,44.774622,220,,,
1:3641,"Shindisi, Tbilisi - Kojori Highway #29","Shindisi, Tbilisi - Kojori Highway #29","შინდისი, თბილისი-კოჯრის გზატკეცილი #29","შინდისი, თბილისი-კოჯრის გზატკეცილი #29",,177,41.661709,44.762264,44.762264,181,,,
1:3642,"Kojori, Nikoloz Baratashvili Street","Kojori, Nikoloz Baratashvili Street","კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა","კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა",,297,41.659712,44.720015,44.720015,297,,,
1:3643,Kojori Zakaria Bakradze Street,Kojori Zakaria Bakradze Street,"კოჯორი, ზაქარია ბაქრაძის ქუჩა","კოჯორი, ზაქარია ბაქრაძის ქუჩა",,41.662373,41.662373,270,44.700153,335,,,
1:3644,"Kojori, Sergeants Academy","Kojori, Sergeants Academy","კოჯორი, სერჟანტთა აკადემია","კოჯორი, სერჟანტთა აკადემია",,286,41.666917,44.678213,44.678213,250,,,
1:3645,Shindisi Center,Shindisi Center,შინდისის ცენტრი,შინდისის ცენტრი,,41.66764,41.66764,44.762,44.762,6,,,
1:3647,"Okrokana, Iakob Gogebashvili Street","Okrokana, Iakob Gogebashvili Street","ოქროყანა, იაკობ გოგებაშვილის ქუჩა","ოქროყანა, იაკობ გოგებაშვილის ქუჩა",,96,41.683457,44.774995,44.774995,79,,,
1:3648,turn to Okrokana,turn to Okrokana,ოქროყანის გადასახვევი,ოქროყანის გადასახვევი,,41.684116,41.684116,44.779544,44.779544,96,,,
1:3650,Zurab Zhvania Square,Zurab Zhvania Square,ზურაბ ჟვანიას მოედანი,ზურაბ ჟვანიას მოედანი,,41.731077,41.73106,44.768305,44.7683,84,,,
1:3651,Vaso Godziashvili St #7,Vaso Godziashvili St #7,ვასო გოძიაშვილის ქუჩა #7,ვასო გოძიაშვილის ქუჩა #7,,41.755486,41.755486,44.76701,44.76701,258,,,
1:3652,Kindergarten #33,Kindergarten #33,#33-ე ბაგა-ბაღი,#33-ე ბაგა-ბაღი,,41.751729,41.751729,44.761488,44.761488,152,,,
1:3654,Tsinubani Lane,Tsinubani Lane,წინუბნის გადასახვევი,წინუბნის გადასახვევი,,41.690689,41.690689,45.005614,45.005614,100,,,
1:3656,Fermtserta St #41,Fermtserta St #41,ფერმწერთა ქუჩა #141,ფერმწერთა ქუჩა #141,,41.740266,41.740266,44.721245,44.721245,48,,,
1:3657,Fermtserta St #44,Fermtserta St #44,ფერმწერთა ქუჩა #44,ფერმწერთა ქუჩა #44,,41.740252,41.740252,44.721117,44.721117,228,,,
1:3658,13 Maisis Skveri,13 Maisis Skveri,13 მაისის სკვერი,13 მაისის სკვერი,,41.757994,41.757994,44.772522,44.772522,137,,,
1:3659,13 Maisis Skveri,13 Maisis Skveri,13 მაისის სკვერი,13 მაისის სკვერი,,41.758338,41.758338,44.772592,44.772592,325,,,
1:3661,Grigol Peradze Street #42,Grigol Peradze Street #42,გრიგოლ ფერაძის ქუჩა #42,გრიგოლ ფერაძის ქუჩა #42,,41.813417,41.813417,44.780837,44.780837,179,,,
1:3662,Ureki Street,Ureki Street,ურეკის ქუჩა,ურეკის ქუჩა,,41.779869,41.779869,44.803287,44.803287,217,,,
1:3663,Gldani District Administration,Gldani District Administration,გლდანის რაიონის გამგეობა,გლდანის რაიონის გამგეობა,,41.788634,41.788634,44.801915,44.801915,44,,,
1:3664,Levan Kbilashvili Street,Levan Kbilashvili Street,ლევან კბილაშვილის ქუჩა,ლევან კბილაშვილის ქუჩა,,41.801963,41.801963,44.81423,44.81423,203,,,
1:3665,Sandro Akhmeteli Theatre,Sandro Akhmeteli Theatre,სანდრო ახმეტელის თეატრი,სანდრო ახმეტელის თეატრი,,41.79348,41.79348,44.811687,44.811687,124,,,
1:3668,"Mukhiani M/D-4b, #35a","Mukhiani M/D-4b, #35a","მუხიანის IVბ მ/რ, კორპუსი #35ა","მუხიანის IVბ მ/რ, კორპუსი #35ა",,119,41.780809,44.830404,44.830404,108,,,
1:3669,Mikhail Tsinamdzghvrishvili Street #130,Mikhail Tsinamdzghvrishvili Street #130,მიხეილ წინამძღვრიშვილის ქუჩა #130,მიხეილ წინამძღვრიშვილის ქუჩა #130,,41.715213,41.715213,44.796431,44.796431,154,,,
1:3670,Giorgi Tovstonogov Street,Giorgi Tovstonogov Street,გიორგი ტოვსტონოგოვის ქუჩა,გიორგი ტოვსტონოგოვის ქუჩა,,41.714108,41.714108,44.797217,44.797217,149,,,
1:3671,Zurab Chavchavadze Street,Zurab Chavchavadze Street,ზურაბ ჭავჭავაძის ქუჩა,ზურაბ ჭავჭავაძის ქუჩა,,41.712623,41.712623,44.798322,44.798322,153,,,
1:3672,Kote Marjanishvili Street,Kote Marjanishvili Street,კოტე მარჯანიშვილის ქუჩა,კოტე მარჯანიშვილის ქუჩა,,41.710869,41.710869,44.799572,44.799572,153,,,
1:3675,Shota Gamtsemlidze Street,Shota Gamtsemlidze Street,შოთა გამცემლიძის ქუჩა,შოთა გამცემლიძის ქუჩა,,41.699927,41.699927,44.808571,44.808571,160,,,
1:3676,Petre Bagrationi Street,Petre Bagrationi Street,პეტრე ბაგრატიონის ქუჩა,პეტრე ბაგრატიონის ქუჩა,,41.709932,41.709932,44.820496,44.820496,192,,,
1:3678,Maxim Gorki Street,Maxim Gorki Street,მაქსიმ გორკის ქუჩა,მაქსიმ გორკის ქუჩა,,41.703592,41.703592,44.806864,44.806864,188,,,
1:3679,"Kojori, Giorgi Mazniashvili Street","Kojori, Giorgi Mazniashvili Street","კოჯორი, გიორგი მაზნიაშვილის ქუჩა","კოჯორი, გიორგი მაზნიაშვილის ქუჩა",,65,41.658517,44.712073,44.712073,62,,,
1:3680,"Kojori, Nikoloz Baratashvili St #32","Kojori, Nikoloz Baratashvili St #32","კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა #32","კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა #32",,259,41.659447,44.714396,44.714396,246,,,
1:3681,"Dideba, Dideba Street","Dideba, Dideba Street","დიდება, დიდების ქუჩა","დიდება, დიდების ქუჩა",,88,41.653655,44.658276,44.658276,308,,,
1:3682,Elizbar Mindeli St #3,Elizbar Mindeli St #3,ელიზბარ მინდელის ქუჩა #3,ელიზბარ მინდელის ქუჩა #3,,41.725143,41.725143,44.71453,44.71453,262,,,
1:3684,Giorgi Saakadze Street,Giorgi Saakadze Street,გიორგი სააკაძის ქუჩა,გიორგი სააკაძის ქუჩა,,41.725934,41.72595,44.776661,44.77669,314,,,
1:3685,Giorgi Saakadze Street,Giorgi Saakadze Street,გიორგი სააკაძის ქუჩა,გიორგი სააკაძის ქუჩა,,41.725925,41.72599,44.776591,44.77648,133,,,
1:3686,ორთაჭალის ქუჩა #106,ორთაჭალის ქუჩა #106,ორთაჭალის ქუჩა #106,ორთაჭალის ქუჩა #106,,41.673947,41.673947,44.809514,44.809514,60,,,
1:3687,"Ivertubani, Rekhi Street","Ivertubani, Rekhi Street","ივერთუბანი, რეხის ქუჩა","ივერთუბანი, რეხის ქუჩა",,334,41.726573,44.830914,44.830914,328,,,
1:3688,Leo Kvachadze St #37,Leo Kvachadze St #37,ლეო კვაჭაძის ქუჩა #37,ლეო კვაჭაძის ქუჩა #37,,41.744843,41.744843,44.717193,44.717193,293,,,
1:3689,Leo Kvachadze St #54,Leo Kvachadze St #54,ლეო კვაჭაძის ქუჩა #54,ლეო კვაჭაძის ქუჩა #54,,41.744835,41.744835,44.716925,44.716925,113,,,
1:3690,Ioseb Kechakmadze Street,Ioseb Kechakmadze Street,იოსებ კეჭაყმაძის ქუჩა,იოსებ კეჭაყმაძის ქუჩა,,41.746252,41.746252,44.712363,44.712363,112,,,
1:3691,Ioseb Kechakmadze Street,Ioseb Kechakmadze Street,იოსებ კეჭაყმაძის ქუჩა,იოსებ კეჭაყმაძის ქუჩა,,41.746322,41.746322,44.712467,44.712467,294,,,
1:3693,Niko Muskhelishvili St #7,Niko Muskhelishvili St #7,ნიკო მუსხელიშვილის ქუჩა #7,ნიკო მუსხელიშვილის ქუჩა #7,,41.697965,41.697965,44.852331,44.852331,165,,,
1:3694,Ramaz Shengelia Street,Ramaz Shengelia Street,რამაზ შენგელიას ქუჩა,რამაზ შენგელიას ქუჩა,,41.788193,41.788193,44.818739,44.818739,328,,,
1:3696,Leselidze Street,Leselidze Street,ლესელიძის ქუჩა,ლესელიძის ქუჩა,,41.698363,41.698363,44.705171,44.705171,18,,,
1:3697,Anbani Square,Anbani Square,ანბანის სკვერი,ანბანის სკვერი,,41.786935,41.786935,44.765285,44.765285,107,,,
1:3698,"Shindisi, Titsian Tabidze Street","Shindisi, Titsian Tabidze Street","შინდისი, ტიციან ტაბიძის ქუჩა","შინდისი, ტიციან ტაბიძის ქუჩა",,222,41.677335,44.778492,44.778492,214,,,
1:3699,Tsotne Dadiani St #71,Tsotne Dadiani St #71,ცოტნე დადიანის ქუჩა #71,ცოტნე დადიანის ქუჩა #71,,41.727736,41.727736,44.798987,44.798987,341,,,
1:3700,Shatili Street,Shatili Street,შატილის ქუჩა,შატილის ქუჩა,,41.777077,41.777077,44.805608,44.805608,207,,,
1:3702,Davit Guramishvili Ave #154,Davit Guramishvili Ave #154,დავით გურამიშვილის გამზირი #154,დავით გურამიშვილის გამზირი #154,,41.780481,41.780481,44.796959,44.796959,32,,,
1:3703,Wine Rise,Wine Rise,ღვინის აღმართი,ღვინის აღმართი,,41.692443,41.692443,44.812331,44.812331,124,,,
1:3704,Vakhtang Gorgasali Street,Vakhtang Gorgasali Street,ვახტანგ გორგასლის ქუჩა,ვახტანგ გორგასლის ქუჩა,,41.670249,41.670249,44.849981,44.849981,99,,,
1:3705,Vakhtang Gorgasali Street,Vakhtang Gorgasali Street,ვახტანგ გორგასლის ქუჩა,ვახტანგ გორგასლის ქუჩა,,41.670383,41.670383,44.849464,44.849464,278,,,
1:3706,"Orkhevi, Samgori 1st Turn","Orkhevi, Samgori 1st Turn","ორხევი, სამგორის I შესახვევი","ორხევი, სამგორის I შესახვევი",,72,41.704649,44.930174,44.930174,0,,,
1:3707,"Orkhevi, Samgori 1st Turn","Orkhevi, Samgori 1st Turn","ორხევი, სამგორის I შესახვევი","ორხევი, სამგორის I შესახვევი",,245,41.704645,44.929949,44.929949,202,,,
1:3708,სოფ. დიდგორი,სოფ. დიდგორი,სოფ. დიდგორი,სოფ. დიდგორი,,41.792326,41.792326,44.669542,44.669542,241,,,
1:3709,University Street #1,University Street #1,უნივერსიტეტის ქუჩა #1,უნივერსიტეტის ქუჩა #1,,41.719956,41.719956,44.744397,44.744397,275,,,
1:3710,Otar Lortkipanidze Street,Otar Lortkipanidze Street,ოთარ ლორთქიფანიძის ქუჩა,ოთარ ლორთქიფანიძის ქუჩა,,41.718927,41.718927,44.739096,44.739096,256,,,
1:3711,University Street #11,University Street #11,უნივერსიტეტის ქუჩა #11,უნივერსიტეტის ქუჩა #11,,41.718194,41.718194,44.734848,44.734848,263,,,
1:3712,University Street #13,University Street #13,უნივერსიტეტის ქუჩა #13,უნივერსიტეტის ქუჩა #13,,41.717708,41.717708,44.729666,44.729666,264,,,
1:3714,Olympic Palace,Olympic Palace,ოლიმპიური სასახლე,ოლიმპიური სასახლე,,41.717532,41.717532,44.727611,44.727611,87,,,
